COU,Domain,Measure,Scope,Year,Value
ITA,Terrestrial,Percent of total land/EEZ area,Country,2003,12.42448983
ITA,Terrestrial,Percent of total land/EEZ area,Country,2004,13.14683488
ITA,Terrestrial,Percent of total land/EEZ area,Country,2005,14.74828553
ITA,Terrestrial,Percent of total land/EEZ area,Country,2006,15.47001762
ITA,Terrestrial,Percent of total land/EEZ area,Country,2007,16.37241218
ITA,Terrestrial,Percent of total land/EEZ area,Country,2008,16.41915243
ITA,Terrestrial,Percent of total land/EEZ area,Country,2009,17.0679032
ITA,Terrestrial,Percent of total land/EEZ area,Country,2010,17.08129211
ITA,Terrestrial,Percent of total land/EEZ area,Country,2011,17.08144121
ITA,Terrestrial,Percent of total land/EEZ area,Country,2012,17.10747354
ITA,Terrestrial,Percent of total land/EEZ area,Country,2013,17.25660034
ITA,Terrestrial,Percent of total land/EEZ area,Country,2014,17.70743979
ITA,Terrestrial,Percent of total land/EEZ area,Country,2015,18.14011922
ITA,Terrestrial,Percent of total land/EEZ area,Country,2016,18.95397999
ITA,Terrestrial,Percent of total land/EEZ area,Country,2017,20.12328796
ITA,Terrestrial,Percent of total land/EEZ area,Country,2018,20.69218239
ITA,Terrestrial,Percent of total land/EEZ area,Country,2019,21.48725695
ITA,Terrestrial,Percent of total land/EEZ area,Country,2020,21.48725695
ITA,Terrestrial,Percent of total land/EEZ area,Country,2021,21.48725695
JPN,Terrestrial,Percent of total land/EEZ area,Country,1950,5.873137069
JPN,Terrestrial,Percent of total land/EEZ area,Country,1960,9.169775703
JPN,Terrestrial,Percent of total land/EEZ area,Country,1970,13.40676544
JPN,Terrestrial,Percent of total land/EEZ area,Country,1980,16.23329095
JPN,Terrestrial,Percent of total land/EEZ area,Country,1985,17.56044359
JPN,Terrestrial,Percent of total land/EEZ area,Country,1990,18.38094019
JPN,Terrestrial,Percent of total land/EEZ area,Country,1995,18.86485371
JPN,Terrestrial,Percent of total land/EEZ area,Country,2000,19.26242768
JPN,Terrestrial,Percent of total land/EEZ area,Country,2001,19.4748047
JPN,Terrestrial,Percent of total land/EEZ area,Country,2002,19.56996079
JPN,Terrestrial,Percent of total land/EEZ area,Country,2003,19.92288113
JPN,Terrestrial,Percent of total land/EEZ area,Country,2004,20.2416558
JPN,Terrestrial,Percent of total land/EEZ area,Country,2005,20.36643644
JPN,Terrestrial,Percent of total land/EEZ area,Country,2006,20.51413743
JPN,Terrestrial,Percent of total land/EEZ area,Country,2007,20.93999082
JPN,Terrestrial,Percent of total land/EEZ area,Country,2008,20.97301046
JPN,Terrestrial,Percent of total land/EEZ area,Country,2009,20.99073458
JPN,Terrestrial,Percent of total land/EEZ area,Country,2010,21.01773598
JPN,Terrestrial,Percent of total land/EEZ area,Country,2011,21.02810471
JPN,Terrestrial,Percent of total land/EEZ area,Country,2012,21.15375007
JPN,Terrestrial,Percent of total land/EEZ area,Country,2013,21.3707341
JPN,Terrestrial,Percent of total land/EEZ area,Country,2014,21.37272717
JPN,Terrestrial,Percent of total land/EEZ area,Country,2015,21.37272717
JPN,Terrestrial,Percent of total land/EEZ area,Country,2016,21.37272717
JPN,Terrestrial,Percent of total land/EEZ area,Country,2017,21.37272717
JPN,Terrestrial,Percent of total land/EEZ area,Country,2018,21.37272717
JPN,Terrestrial,Percent of total land/EEZ area,Country,2019,21.37272717
JPN,Terrestrial,Percent of total land/EEZ area,Country,2020,21.37272717
JPN,Terrestrial,Percent of total land/EEZ area,Country,2021,21.37272717
KOR,Terrestrial,Percent of total land/EEZ area,Country,1950,0
KOR,Terrestrial,Percent of total land/EEZ area,Country,1960,0
KOR,Terrestrial,Percent of total land/EEZ area,Country,1970,1.942125846
KOR,Terrestrial,Percent of total land/EEZ area,Country,1980,4.062752574
KOR,Terrestrial,Percent of total land/EEZ area,Country,1985,5.724985412
KOR,Terrestrial,Percent of total land/EEZ area,Country,1990,6.47659192
KOR,Terrestrial,Percent of total land/EEZ area,Country,1995,6.665059857
KOR,Terrestrial,Percent of total land/EEZ area,Country,2000,8.832350521
KOR,Terrestrial,Percent of total land/EEZ area,Country,2001,8.854368651
KOR,Terrestrial,Percent of total land/EEZ area,Country,2002,9.999130148
KOR,Terrestrial,Percent of total land/EEZ area,Country,2003,10.06763099
KOR,Terrestrial,Percent of total land/EEZ area,Country,2004,11.12413876
KOR,Terrestrial,Percent of total land/EEZ area,Country,2005,12.71451819
KOR,Terrestrial,Percent of total land/EEZ area,Country,2006,13.13938654
KOR,Terrestrial,Percent of total land/EEZ area,Country,2007,13.29432893
KOR,Terrestrial,Percent of total land/EEZ area,Country,2008,14.66981263
KOR,Terrestrial,Percent of total land/EEZ area,Country,2009,14.82914455
KOR,Terrestrial,Percent of total land/EEZ area,Country,2010,14.89402102
KOR,Terrestrial,Percent of total land/EEZ area,Country,2011,14.9742105
KOR,Terrestrial,Percent of total land/EEZ area,Country,2012,15.01072616
KOR,Terrestrial,Percent of total land/EEZ area,Country,2013,15.14510018
KOR,Terrestrial,Percent of total land/EEZ area,Country,2014,15.15660759
KOR,Terrestrial,Percent of total land/EEZ area,Country,2015,15.19973776
KOR,Terrestrial,Percent of total land/EEZ area,Country,2016,15.22837038
KOR,Terrestrial,Percent of total land/EEZ area,Country,2017,15.23507549
KOR,Terrestrial,Percent of total land/EEZ area,Country,2018,15.39246434
KOR,Terrestrial,Percent of total land/EEZ area,Country,2019,16.61116326
KOR,Terrestrial,Percent of total land/EEZ area,Country,2020,16.93645167
KOR,Terrestrial,Percent of total land/EEZ area,Country,2021,16.93645167
LUX,Terrestrial,Percent of total land/EEZ area,Country,1950,10.33309271
LUX,Terrestrial,Percent of total land/EEZ area,Country,1960,10.33309271
LUX,Terrestrial,Percent of total land/EEZ area,Country,1970,24.61586058
LUX,Terrestrial,Percent of total land/EEZ area,Country,1980,24.61586058
LUX,Terrestrial,Percent of total land/EEZ area,Country,1985,24.64679798
LUX,Terrestrial,Percent of total land/EEZ area,Country,1990,24.78429755
LUX,Terrestrial,Percent of total land/EEZ area,Country,1995,25.30335843
LUX,Terrestrial,Percent of total land/EEZ area,Country,2000,33.23708363
LUX,Terrestrial,Percent of total land/EEZ area,Country,2001,33.23708363
LUX,Terrestrial,Percent of total land/EEZ area,Country,2002,34.87332852
LUX,Terrestrial,Percent of total land/EEZ area,Country,2003,36.55769826
LUX,Terrestrial,Percent of total land/EEZ area,Country,2004,44.98642192
LUX,Terrestrial,Percent of total land/EEZ area,Country,2005,45.00017187
LUX,Terrestrial,Percent of total land/EEZ area,Country,2006,45.02767179
LUX,Terrestrial,Percent of total land/EEZ area,Country,2007,45.3439208
LUX,Terrestrial,Percent of total land/EEZ area,Country,2008,45.3439208
LUX,Terrestrial,Percent of total land/EEZ area,Country,2009,45.3439208
LUX,Terrestrial,Percent of total land/EEZ area,Country,2010,45.3439208
LUX,Terrestrial,Percent of total land/EEZ area,Country,2011,45.3439208
LUX,Terrestrial,Percent of total land/EEZ area,Country,2012,45.34735829
LUX,Terrestrial,Percent of total land/EEZ area,Country,2013,45.34735829
LUX,Terrestrial,Percent of total land/EEZ area,Country,2014,45.35079578
LUX,Terrestrial,Percent of total land/EEZ area,Country,2015,45.35079578
LUX,Terrestrial,Percent of total land/EEZ area,Country,2016,51.05015297
LUX,Terrestrial,Percent of total land/EEZ area,Country,2017,51.05015297
LUX,Terrestrial,Percent of total land/EEZ area,Country,2018,51.05015297
LUX,Terrestrial,Percent of total land/EEZ area,Country,2019,51.09140284
LUX,Terrestrial,Percent of total land/EEZ area,Country,2020,51.09140284
LUX,Terrestrial,Percent of total land/EEZ area,Country,2021,51.09140284
MEX,Terrestrial,Percent of total land/EEZ area,Country,1950,0.1807745897
MEX,Terrestrial,Percent of total land/EEZ area,Country,1960,0.1837435323
MEX,Terrestrial,Percent of total land/EEZ area,Country,1970,0.1864826805
MEX,Terrestrial,Percent of total land/EEZ area,Country,1980,0.3109484719
MEX,Terrestrial,Percent of total land/EEZ area,Country,1985,0.4068278508
MEX,Terrestrial,Percent of total land/EEZ area,Country,1990,2.275110762
MEX,Terrestrial,Percent of total land/EEZ area,Country,1995,3.970032248
MEX,Terrestrial,Percent of total land/EEZ area,Country,2000,7.076782415
MEX,Terrestrial,Percent of total land/EEZ area,Country,2001,7.387818208
MEX,Terrestrial,Percent of total land/EEZ area,Country,2002,9.478643123
MEX,Terrestrial,Percent of total land/EEZ area,Country,2003,9.975389489
MEX,Terrestrial,Percent of total land/EEZ area,Country,2004,10.49108469
MEX,Terrestrial,Percent of total land/EEZ area,Country,2005,10.72506126
MEX,Terrestrial,Percent of total land/EEZ area,Country,2006,11.01417008
MEX,Terrestrial,Percent of total land/EEZ area,Country,2007,11.32467275
MEX,Terrestrial,Percent of total land/EEZ area,Country,2008,12.53856581
MEX,Terrestrial,Percent of total land/EEZ area,Country,2009,13.32124064
MEX,Terrestrial,Percent of total land/EEZ area,Country,2010,13.47908635
MEX,Terrestrial,Percent of total land/EEZ area,Country,2011,13.64552637
MEX,Terrestrial,Percent of total land/EEZ area,Country,2012,13.73148783
MEX,Terrestrial,Percent of total land/EEZ area,Country,2013,13.88113908
MEX,Terrestrial,Percent of total land/EEZ area,Country,2014,13.90482168
MEX,Terrestrial,Percent of total land/EEZ area,Country,2015,13.91266226
MEX,Terrestrial,Percent of total land/EEZ area,Country,2016,14.13846734
MEX,Terrestrial,Percent of total land/EEZ area,Country,2017,14.2525832
MEX,Terrestrial,Percent of total land/EEZ area,Country,2018,14.28349053
MEX,Terrestrial,Percent of total land/EEZ area,Country,2019,14.28824268
MEX,Terrestrial,Percent of total land/EEZ area,Country,2020,14.28824268
MEX,Terrestrial,Percent of total land/EEZ area,Country,2021,14.28824268
NLD,Terrestrial,Percent of total land/EEZ area,Country,1950,0.3016869371
NLD,Terrestrial,Percent of total land/EEZ area,Country,1960,0.3016869371
NLD,Terrestrial,Percent of total land/EEZ area,Country,1970,0.3027113409
NLD,Terrestrial,Percent of total land/EEZ area,Country,1980,0.516043445
NLD,Terrestrial,Percent of total land/EEZ area,Country,1985,1.017745236
NLD,Terrestrial,Percent of total land/EEZ area,Country,1990,1.646985308
NLD,Terrestrial,Percent of total land/EEZ area,Country,1995,2.642193658
NLD,Terrestrial,Percent of total land/EEZ area,Country,2000,8.787080219
NLD,Terrestrial,Percent of total land/EEZ area,Country,2001,8.788872925
NLD,Terrestrial,Percent of total land/EEZ area,Country,2002,9.310550592
NLD,Terrestrial,Percent of total land/EEZ area,Country,2003,9.329758164
NLD,Terrestrial,Percent of total land/EEZ area,Country,2004,11.81521803
NLD,Terrestrial,Percent of total land/EEZ area,Country,2005,11.87027974
NLD,Terrestrial,Percent of total land/EEZ area,Country,2006,11.90485337
NLD,Terrestrial,Percent of total land/EEZ area,Country,2007,11.90485337
NLD,Terrestrial,Percent of total land/EEZ area,Country,2008,11.90587777
NLD,Terrestrial,Percent of total land/EEZ area,Country,2009,11.9125364
NLD,Terrestrial,Percent of total land/EEZ area,Country,2010,12.54408138
NLD,Terrestrial,Percent of total land/EEZ area,Country,2011,12.54408138
NLD,Terrestrial,Percent of total land/EEZ area,Country,2012,12.54408138
NLD,Terrestrial,Percent of total land/EEZ area,Country,2013,12.88828108
NLD,Terrestrial,Percent of total land/EEZ area,Country,2014,15.50742565
NLD,Terrestrial,Percent of total land/EEZ area,Country,2015,19.43883157
NLD,Terrestrial,Percent of total land/EEZ area,Country,2016,19.86319086
NLD,Terrestrial,Percent of total land/EEZ area,Country,2017,21.77524067
NLD,Terrestrial,Percent of total land/EEZ area,Country,2018,22.50999434
NLD,Terrestrial,Percent of total land/EEZ area,Country,2019,22.51229925
NLD,Terrestrial,Percent of total land/EEZ area,Country,2020,22.51229925
NLD,Terrestrial,Percent of total land/EEZ area,Country,2021,22.51229925
NZL,Terrestrial,Percent of total land/EEZ area,Country,1950,2.641220547
NZL,Terrestrial,Percent of total land/EEZ area,Country,1960,4.560022162
NZL,Terrestrial,Percent of total land/EEZ area,Country,1970,6.558372002
NZL,Terrestrial,Percent of total land/EEZ area,Country,1980,14.12567031
NZL,Terrestrial,Percent of total land/EEZ area,Country,1985,15.15061858
NZL,Terrestrial,Percent of total land/EEZ area,Country,1990,23.87337259
NZL,Terrestrial,Percent of total land/EEZ area,Country,1995,24.559343
NZL,Terrestrial,Percent of total land/EEZ area,Country,2000,27.74153803
NZL,Terrestrial,Percent of total land/EEZ area,Country,2001,27.91553315
NZL,Terrestrial,Percent of total land/EEZ area,Country,2002,28.61084848
NZL,Terrestrial,Percent of total land/EEZ area,Country,2003,29.02993992
NZL,Terrestrial,Percent of total land/EEZ area,Country,2004,29.16499232
NZL,Terrestrial,Percent of total land/EEZ area,Country,2005,29.38301831
NZL,Terrestrial,Percent of total land/EEZ area,Country,2006,29.63556397
NZL,Terrestrial,Percent of total land/EEZ area,Country,2007,29.93799355
NZL,Terrestrial,Percent of total land/EEZ area,Country,2008,30.71724689
NZL,Terrestrial,Percent of total land/EEZ area,Country,2009,31.64994317
NZL,Terrestrial,Percent of total land/EEZ area,Country,2010,31.74249447
NZL,Terrestrial,Percent of total land/EEZ area,Country,2011,31.81033661
NZL,Terrestrial,Percent of total land/EEZ area,Country,2012,32.05822643
NZL,Terrestrial,Percent of total land/EEZ area,Country,2013,32.11848621
NZL,Terrestrial,Percent of total land/EEZ area,Country,2014,32.86159034
NZL,Terrestrial,Percent of total land/EEZ area,Country,2015,33.19428283
NZL,Terrestrial,Percent of total land/EEZ area,Country,2016,33.21526733
NZL,Terrestrial,Percent of total land/EEZ area,Country,2017,33.27053872
NZL,Terrestrial,Percent of total land/EEZ area,Country,2018,33.34686111
NZL,Terrestrial,Percent of total land/EEZ area,Country,2019,33.36265769
NZL,Terrestrial,Percent of total land/EEZ area,Country,2020,33.36315653
NZL,Terrestrial,Percent of total land/EEZ area,Country,2021,33.36315653
NOR,Terrestrial,Percent of total land/EEZ area,Country,1950,0.0206785923
NOR,Terrestrial,Percent of total land/EEZ area,Country,1960,0.0239392328
NOR,Terrestrial,Percent of total land/EEZ area,Country,1970,0.0781438985
NOR,Terrestrial,Percent of total land/EEZ area,Country,1980,0.6570051379
NOR,Terrestrial,Percent of total land/EEZ area,Country,1985,2.292676211
NOR,Terrestrial,Percent of total land/EEZ area,Country,1990,4.109828407
NOR,Terrestrial,Percent of total land/EEZ area,Country,1995,4.776587598
NOR,Terrestrial,Percent of total land/EEZ area,Country,2000,5.955880468
NOR,Terrestrial,Percent of total land/EEZ area,Country,2001,6.469891189
NOR,Terrestrial,Percent of total land/EEZ area,Country,2002,7.771778571
NOR,Terrestrial,Percent of total land/EEZ area,Country,2003,9.129709954
NOR,Terrestrial,Percent of total land/EEZ area,Country,2004,10.15056914
NOR,Terrestrial,Percent of total land/EEZ area,Country,2005,10.47562992
NOR,Terrestrial,Percent of total land/EEZ area,Country,2006,12.48970251
NOR,Terrestrial,Percent of total land/EEZ area,Country,2007,12.52044171
NOR,Terrestrial,Percent of total land/EEZ area,Country,2008,12.70264742
NOR,Terrestrial,Percent of total land/EEZ area,Country,2009,13.92895482
NOR,Terrestrial,Percent of total land/EEZ area,Country,2010,14.11725759
NOR,Terrestrial,Percent of total land/EEZ area,Country,2011,14.92960299
NOR,Terrestrial,Percent of total land/EEZ area,Country,2012,15.01446325
NOR,Terrestrial,Percent of total land/EEZ area,Country,2013,15.12041394
NOR,Terrestrial,Percent of total land/EEZ area,Country,2014,15.67179662
NOR,Terrestrial,Percent of total land/EEZ area,Country,2015,16.38214249
NOR,Terrestrial,Percent of total land/EEZ area,Country,2016,16.45702575
NOR,Terrestrial,Percent of total land/EEZ area,Country,2017,16.62967249
NOR,Terrestrial,Percent of total land/EEZ area,Country,2018,17.43878511
NOR,Terrestrial,Percent of total land/EEZ area,Country,2019,17.56926647
NOR,Terrestrial,Percent of total land/EEZ area,Country,2020,17.56926647
NOR,Terrestrial,Percent of total land/EEZ area,Country,2021,17.56926647
POL,Terrestrial,Percent of total land/EEZ area,Country,1950,0.1885537336
POL,Terrestrial,Percent of total land/EEZ area,Country,1960,0.5177786665
POL,Terrestrial,Percent of total land/EEZ area,Country,1970,0.6759326258
POL,Terrestrial,Percent of total land/EEZ area,Country,1980,2.290877294
POL,Terrestrial,Percent of total land/EEZ area,Country,1985,6.067904774
POL,Terrestrial,Percent of total land/EEZ area,Country,1990,13.70188918
POL,Terrestrial,Percent of total land/EEZ area,Country,1995,21.8396532
POL,Terrestrial,Percent of total land/EEZ area,Country,2000,29.79815231
POL,Terrestrial,Percent of total land/EEZ area,Country,2001,30.31434163
POL,Terrestrial,Percent of total land/EEZ area,Country,2002,30.40348605
POL,Terrestrial,Percent of total land/EEZ area,Country,2003,31.95407682
POL,Terrestrial,Percent of total land/EEZ area,Country,2004,34.81847533
POL,Terrestrial,Percent of total land/EEZ area,Country,2005,34.86944986
POL,Terrestrial,Percent of total land/EEZ area,Country,2006,34.91065716
POL,Terrestrial,Percent of total land/EEZ area,Country,2007,37.45744738
POL,Terrestrial,Percent of total land/EEZ area,Country,2008,38.19102977
POL,Terrestrial,Percent of total land/EEZ area,Country,2009,38.84344013
